,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,skill1,skill2,skill3,skill4,skill5
7868,AI07869,Deep Learning Engineer,156671,USD,Executive,Part-time,Ireland,Small Company,Ireland,Full Remote,"Kubernetes, Git, Tableau, Scala, Azure",PhD,18,Consulting,2025-04-07,2025-06-13,563,8.9,Smart Analytics,Kubernetes,Git,Tableau,Scala,Azure
7869,AI07870,Machine Learning Engineer,162196,USD,Senior Level,Part-time,Canada,Large Company,Canada,No Remote,"SQL, NLP, R",Bachelor,9,Energy,2024-09-23,2024-11-04,1526,7.9,Machine Intelligence Group,SQL,NLP,R,Not required,Not required
7870,AI07871,Machine Learning Researcher,121461,EUR,Mid-Senior Level,Contract,Germany,Large Company,Germany,Hybrid,"Tableau, Kubernetes, MLOps",Master,4,Retail,2025-04-25,2025-06-28,2303,5.8,Quantum Computing Inc,Tableau,Kubernetes,MLOps,Not required,Not required
7871,AI07872,Machine Learning Researcher,57661,USD,Mid-Senior Level,Freelance,Ireland,Medium Company,Ireland,Full Remote,"Docker, Kubernetes, SQL",Master,3,Real Estate,2024-11-16,2024-12-11,1730,6.5,Machine Intelligence Group,Docker,Kubernetes,SQL,Not required,Not required
7872,AI07873,ML Ops Engineer,80158,USD,Senior Level,Full-time,Ireland,Small Company,Ireland,Full Remote,"Python, Scala, MLOps",Associate,7,Media,2024-06-01,2024-07-19,992,8.3,DeepTech Ventures,Python,Scala,MLOps,Not required,Not required
7873,AI07874,Head of AI,102025,USD,Mid-Senior Level,Contract,Sweden,Medium Company,Sweden,No Remote,"GCP, PyTorch, SQL, AWS, Java",Associate,4,Finance,2024-07-28,2024-09-26,2172,8.7,Predictive Systems,GCP,PyTorch,SQL,AWS,Java
7874,AI07875,Data Scientist,180321,USD,Executive,Part-time,Singapore,Medium Company,Singapore,Full Remote,"TensorFlow, SQL, Data Visualization, Statistics",Associate,14,Gaming,2025-04-17,2025-05-17,2466,9.3,TechCorp Inc,TensorFlow,SQL,Data Visualization,Statistics,Not required
7875,AI07876,Research Scientist,83116,USD,Entry Level,Contract,Singapore,Medium Company,United Kingdom,Hybrid,"Data Visualization, Python, Tableau",Bachelor,1,Telecommunications,2024-11-02,2025-01-03,871,9.8,Neural Networks Co,Data Visualization,Python,Tableau,Not required,Not required
7876,AI07877,Head of AI,70667,USD,Entry Level,Contract,United States,Small Company,United States,Full Remote,"Scala, Linux, Python, MLOps, Docker",Associate,1,Consulting,2024-11-28,2025-02-02,2198,7.1,Advanced Robotics,Scala,Linux,Python,MLOps,Docker
7877,AI07878,Principal Data Scientist,234519,USD,Executive,Freelance,Singapore,Medium Company,Singapore,Hybrid,"Git, Scala, Mathematics",PhD,18,Telecommunications,2024-03-09,2024-04-20,927,9.7,Predictive Systems,Git,Scala,Mathematics,Not required,Not required
7878,AI07879,AI Product Manager,118293,USD,Mid-Senior Level,Part-time,Denmark,Small Company,Sweden,Full Remote,"Tableau, Hadoop, Mathematics",PhD,3,Consulting,2024-02-24,2024-04-11,1352,7.9,Future Systems,Tableau,Hadoop,Mathematics,Not required,Not required
7879,AI07880,Principal Data Scientist,218069,EUR,Executive,Contract,Netherlands,Small Company,Netherlands,No Remote,"GCP, Computer Vision, Python",Bachelor,15,Healthcare,2024-11-03,2024-11-19,1049,6.3,Cloud AI Solutions,GCP,Computer Vision,Python,Not required,Not required
7880,AI07881,Head of AI,74833,USD,Entry Level,Part-time,Australia,Large Company,Australia,Hybrid,"Python, Scala, Java, TensorFlow, Spark",PhD,0,Healthcare,2024-04-13,2024-05-14,726,8.1,DeepTech Ventures,Python,Scala,Java,TensorFlow,Spark
7881,AI07882,Machine Learning Researcher,69563,EUR,Entry Level,Full-time,France,Large Company,France,No Remote,"R, Azure, Tableau, Deep Learning, Hadoop",Bachelor,1,Media,2024-01-09,2024-03-22,550,7.6,Algorithmic Solutions,R,Azure,Tableau,Deep Learning,Hadoop
7882,AI07883,Robotics Engineer,163837,USD,Executive,Contract,United States,Small Company,United States,Hybrid,"NLP, Spark, Python, Java",Bachelor,11,Finance,2024-05-27,2024-08-03,1156,6.3,Quantum Computing Inc,NLP,Spark,Python,Java,Not required
7883,AI07884,Principal Data Scientist,65293,USD,Mid-Senior Level,Contract,India,Small Company,Norway,Full Remote,"Scala, Computer Vision, TensorFlow",Bachelor,4,Automotive,2024-09-24,2024-12-05,2279,9.4,Quantum Computing Inc,Scala,Computer Vision,TensorFlow,Not required,Not required
7884,AI07885,Data Engineer,110512,USD,Senior Level,Part-time,Australia,Small Company,Austria,Hybrid,"PyTorch, MLOps, SQL",Master,6,Transportation,2024-02-26,2024-04-01,1305,5.6,Future Systems,PyTorch,MLOps,SQL,Not required,Not required
7885,AI07886,Data Analyst,91469,USD,Mid-Senior Level,Contract,United States,Medium Company,United States,No Remote,"Azure, MLOps, Python, Computer Vision",PhD,4,Education,2024-06-20,2024-07-09,2187,8.2,Cloud AI Solutions,Azure,MLOps,Python,Computer Vision,Not required
7886,AI07887,Machine Learning Researcher,119713,USD,Mid-Senior Level,Contract,Sweden,Large Company,Sweden,No Remote,"Spark, R, Python, AWS",Bachelor,3,Gaming,2024-06-22,2024-09-01,664,7.0,Algorithmic Solutions,Spark,R,Python,AWS,Not required
7887,AI07888,AI Product Manager,237987,USD,Executive,Full-time,Australia,Medium Company,Australia,Full Remote,"Computer Vision, GCP, Statistics",PhD,15,Manufacturing,2025-04-27,2025-05-27,1761,7.7,Advanced Robotics,Computer Vision,GCP,Statistics,Not required,Not required
7888,AI07889,AI Architect,70498,USD,Mid-Senior Level,Part-time,India,Medium Company,India,Hybrid,"Azure, Statistics, Tableau, AWS",Master,2,Real Estate,2024-10-14,2024-12-23,1563,9.2,Future Systems,Azure,Statistics,Tableau,AWS,Not required
7889,AI07890,Autonomous Systems Engineer,69447,GBP,Entry Level,Part-time,United Kingdom,Medium Company,India,Hybrid,"Azure, PyTorch, MLOps, Scala",Master,0,Gaming,2024-01-20,2024-03-24,1818,8.1,AI Innovations,Azure,PyTorch,MLOps,Scala,Not required
7890,AI07891,Head of AI,65158,USD,Senior Level,Contract,Japan,Small Company,Japan,Hybrid,"Kubernetes, AWS, Docker",Bachelor,9,Energy,2024-05-19,2024-06-26,2403,5.8,Digital Transformation LLC,Kubernetes,AWS,Docker,Not required,Not required
7891,AI07892,AI Consultant,153268,EUR,Senior Level,Freelance,Netherlands,Large Company,United States,Full Remote,"TensorFlow, Scala, Hadoop",Associate,8,Automotive,2024-04-29,2024-06-03,954,8.0,Future Systems,TensorFlow,Scala,Hadoop,Not required,Not required
7892,AI07893,Machine Learning Researcher,153012,EUR,Senior Level,Contract,Netherlands,Medium Company,Netherlands,Full Remote,"Spark, Scala, Kubernetes, TensorFlow, Mathematics",PhD,6,Transportation,2024-01-22,2024-03-28,1335,8.2,Cognitive Computing,Spark,Scala,Kubernetes,TensorFlow,Mathematics
7893,AI07894,Research Scientist,126989,USD,Mid-Senior Level,Full-time,Switzerland,Small Company,Switzerland,Full Remote,"AWS, Python, Tableau, Java, Computer Vision",PhD,4,Real Estate,2024-11-12,2024-12-20,1147,9.9,Autonomous Tech,AWS,Python,Tableau,Java,Computer Vision
7894,AI07895,ML Ops Engineer,83110,EUR,Entry Level,Freelance,Germany,Large Company,Germany,Hybrid,"Kubernetes, Python, Mathematics, GCP, NLP",Bachelor,0,Automotive,2024-06-16,2024-08-23,1159,9.2,Advanced Robotics,Kubernetes,Python,Mathematics,GCP,NLP
7895,AI07896,Robotics Engineer,102039,USD,Mid-Senior Level,Freelance,Norway,Small Company,Norway,No Remote,"Kubernetes, TensorFlow, Python, Mathematics, Hadoop",Bachelor,4,Retail,2025-04-22,2025-05-07,1898,7.2,AI Innovations,Kubernetes,TensorFlow,Python,Mathematics,Hadoop
7896,AI07897,AI Product Manager,119077,USD,Senior Level,Full-time,Austria,Large Company,Finland,No Remote,"MLOps, Java, SQL, R, Statistics",Master,8,Media,2024-10-23,2024-12-26,631,7.7,Future Systems,MLOps,Java,SQL,R,Statistics
7897,AI07898,Research Scientist,56120,USD,Entry Level,Part-time,Japan,Large Company,Japan,No Remote,"GCP, Kubernetes, Hadoop, Linux",Master,0,Consulting,2025-04-13,2025-05-15,2461,6.8,Machine Intelligence Group,GCP,Kubernetes,Hadoop,Linux,Not required
7898,AI07899,Robotics Engineer,96930,GBP,Mid-Senior Level,Part-time,United Kingdom,Medium Company,United Kingdom,No Remote,"Kubernetes, Tableau, Java, R, SQL",PhD,2,Technology,2024-03-13,2024-03-30,1087,9.0,Cognitive Computing,Kubernetes,Tableau,Java,R,SQL
7899,AI07900,Robotics Engineer,77341,EUR,Mid-Senior Level,Contract,Netherlands,Medium Company,Netherlands,Full Remote,"Python, Azure, Spark, Docker, Data Visualization",PhD,2,Transportation,2024-07-27,2024-08-24,1414,5.0,Machine Intelligence Group,Python,Azure,Spark,Docker,Data Visualization
7900,AI07901,Data Engineer,134512,USD,Senior Level,Contract,Australia,Large Company,Australia,Hybrid,"NLP, R, Linux, Docker",Associate,9,Technology,2025-01-16,2025-02-19,2141,8.2,TechCorp Inc,NLP,R,Linux,Docker,Not required
7901,AI07902,AI Architect,98707,USD,Senior Level,Contract,China,Medium Company,Ireland,Full Remote,"TensorFlow, MLOps, Java, Computer Vision, GCP",Bachelor,5,Transportation,2024-03-22,2024-05-28,1946,9.9,Quantum Computing Inc,TensorFlow,MLOps,Java,Computer Vision,GCP
7902,AI07903,Principal Data Scientist,131026,USD,Senior Level,Contract,United States,Small Company,Austria,No Remote,"Spark, Linux, Scala",PhD,8,Education,2024-08-28,2024-10-07,1606,7.2,Advanced Robotics,Spark,Linux,Scala,Not required,Not required
7903,AI07904,Machine Learning Engineer,128937,USD,Executive,Part-time,India,Medium Company,India,Hybrid,"Data Visualization, AWS, Azure, GCP",Associate,13,Manufacturing,2025-03-16,2025-05-15,2035,6.3,Future Systems,Data Visualization,AWS,Azure,GCP,Not required
7904,AI07905,Robotics Engineer,55168,USD,Entry Level,Freelance,China,Large Company,China,Full Remote,"SQL, GCP, Statistics, PyTorch, Scala",PhD,0,Gaming,2025-01-26,2025-04-07,1047,6.4,Smart Analytics,SQL,GCP,Statistics,PyTorch,Scala
7905,AI07906,NLP Engineer,61836,USD,Entry Level,Full-time,Singapore,Small Company,Singapore,No Remote,"GCP, Java, MLOps, R",Associate,0,Government,2024-07-19,2024-09-30,933,5.7,Cognitive Computing,GCP,Java,MLOps,R,Not required
7906,AI07907,Robotics Engineer,58723,USD,Entry Level,Contract,China,Large Company,China,Full Remote,"Docker, Spark, Kubernetes, Data Visualization, Azure",Master,1,Energy,2025-02-07,2025-03-19,1241,8.1,TechCorp Inc,Docker,Spark,Kubernetes,Data Visualization,Azure
7907,AI07908,Deep Learning Engineer,153523,USD,Executive,Full-time,Australia,Medium Company,Australia,Full Remote,"Spark, Python, Kubernetes",Master,19,Healthcare,2024-07-16,2024-09-23,2353,8.6,Future Systems,Spark,Python,Kubernetes,Not required,Not required
7908,AI07909,Research Scientist,146036,USD,Senior Level,Contract,Australia,Large Company,Australia,No Remote,"Python, AWS, Deep Learning, Hadoop, Azure",PhD,8,Technology,2024-04-22,2024-06-11,762,5.7,Digital Transformation LLC,Python,AWS,Deep Learning,Hadoop,Azure
7909,AI07910,ML Ops Engineer,81538,EUR,Mid-Senior Level,Contract,Netherlands,Medium Company,Netherlands,No Remote,"Mathematics, Deep Learning, R",Master,4,Government,2025-03-28,2025-04-30,2240,7.5,Future Systems,Mathematics,Deep Learning,R,Not required,Not required
7910,AI07911,Data Analyst,186956,USD,Executive,Freelance,Australia,Medium Company,Australia,Full Remote,"PyTorch, TensorFlow, MLOps, GCP",Associate,16,Transportation,2024-02-15,2024-04-19,2328,8.1,Predictive Systems,PyTorch,TensorFlow,MLOps,GCP,Not required
7911,AI07912,AI Architect,56483,USD,Entry Level,Full-time,Israel,Medium Company,United States,Hybrid,"Data Visualization, Scala, Spark",PhD,0,Technology,2024-09-09,2024-11-05,1177,9.5,Predictive Systems,Data Visualization,Scala,Spark,Not required,Not required
7912,AI07913,ML Ops Engineer,70587,USD,Entry Level,Full-time,Australia,Medium Company,Australia,No Remote,"TensorFlow, NLP, Tableau, Computer Vision, Data Visualization",PhD,1,Technology,2024-08-27,2024-10-17,938,9.9,Autonomous Tech,TensorFlow,NLP,Tableau,Computer Vision,Data Visualization
7913,AI07914,Deep Learning Engineer,72744,USD,Mid-Senior Level,Freelance,Finland,Medium Company,Finland,Full Remote,"Data Visualization, Tableau, Kubernetes, SQL, Azure",PhD,4,Media,2024-07-13,2024-08-07,1867,7.4,Machine Intelligence Group,Data Visualization,Tableau,Kubernetes,SQL,Azure
7914,AI07915,NLP Engineer,74285,USD,Mid-Senior Level,Full-time,Australia,Medium Company,Australia,Full Remote,"PyTorch, Computer Vision, TensorFlow, Azure",Master,2,Government,2024-12-03,2025-01-30,1653,9.7,Predictive Systems,PyTorch,Computer Vision,TensorFlow,Azure,Not required
7915,AI07916,Machine Learning Engineer,105186,USD,Mid-Senior Level,Part-time,Sweden,Medium Company,Sweden,Hybrid,"PyTorch, SQL, NLP, Mathematics",Bachelor,4,Telecommunications,2024-11-18,2025-01-08,1935,8.6,Algorithmic Solutions,PyTorch,SQL,NLP,Mathematics,Not required
7916,AI07917,AI Consultant,50924,USD,Entry Level,Part-time,Israel,Small Company,Sweden,Full Remote,"PyTorch, NLP, Tableau, Linux, MLOps",PhD,1,Healthcare,2024-04-16,2024-05-27,1341,6.4,DataVision Ltd,PyTorch,NLP,Tableau,Linux,MLOps
7917,AI07918,Computer Vision Engineer,197244,USD,Executive,Full-time,India,Large Company,India,Hybrid,"Computer Vision, Deep Learning, Tableau, TensorFlow",Master,17,Consulting,2024-09-30,2024-11-26,1056,8.4,DeepTech Ventures,Computer Vision,Deep Learning,Tableau,TensorFlow,Not required
7918,AI07919,AI Specialist,84408,USD,Senior Level,Contract,China,Medium Company,Israel,Full Remote,"Java, PyTorch, Azure, NLP, Mathematics",PhD,6,Gaming,2024-08-16,2024-10-21,1220,6.7,Algorithmic Solutions,Java,PyTorch,Azure,NLP,Mathematics
7919,AI07920,AI Consultant,142604,USD,Executive,Freelance,Israel,Medium Company,Israel,No Remote,"Hadoop, Kubernetes, Tableau, Python",Master,13,Media,2024-01-16,2024-03-04,2259,5.6,AI Innovations,Hadoop,Kubernetes,Tableau,Python,Not required
7920,AI07921,Head of AI,84849,USD,Senior Level,Contract,Ireland,Medium Company,Ireland,No Remote,"Spark, Git, Deep Learning, SQL",Master,9,Automotive,2025-04-19,2025-06-30,832,8.7,TechCorp Inc,Spark,Git,Deep Learning,SQL,Not required
7921,AI07922,Head of AI,118504,EUR,Senior Level,Part-time,Netherlands,Small Company,Netherlands,No Remote,"Spark, Hadoop, Java",Bachelor,9,Gaming,2025-01-21,2025-03-06,2012,9.4,AI Innovations,Spark,Hadoop,Java,Not required,Not required
7922,AI07923,Head of AI,239520,USD,Executive,Full-time,Norway,Medium Company,Norway,No Remote,"AWS, Python, Docker, NLP, GCP",Associate,15,Retail,2024-04-15,2024-06-17,1400,9.8,Smart Analytics,AWS,Python,Docker,NLP,GCP
7923,AI07924,Robotics Engineer,203778,USD,Executive,Full-time,Singapore,Medium Company,Singapore,Hybrid,"PyTorch, Data Visualization, Scala",Master,13,Energy,2025-03-31,2025-05-09,758,7.9,Smart Analytics,PyTorch,Data Visualization,Scala,Not required,Not required
7924,AI07925,Principal Data Scientist,50808,USD,Entry Level,Full-time,Finland,Small Company,United States,No Remote,"Java, R, Computer Vision, TensorFlow",Associate,0,Real Estate,2024-05-02,2024-06-25,1972,8.6,Smart Analytics,Java,R,Computer Vision,TensorFlow,Not required
7925,AI07926,NLP Engineer,49386,USD,Entry Level,Full-time,Austria,Medium Company,Austria,No Remote,"Scala, Git, Python",Bachelor,0,Media,2025-01-05,2025-02-19,1936,6.9,Smart Analytics,Scala,Git,Python,Not required,Not required
7926,AI07927,Autonomous Systems Engineer,118894,USD,Senior Level,Full-time,Finland,Large Company,Finland,No Remote,"R, Linux, Tableau, Java",PhD,9,Automotive,2024-06-09,2024-07-04,648,8.7,Digital Transformation LLC,R,Linux,Tableau,Java,Not required
7927,AI07928,NLP Engineer,182416,EUR,Senior Level,Full-time,Netherlands,Large Company,United Kingdom,No Remote,"Deep Learning, TensorFlow, Computer Vision",Associate,8,Telecommunications,2024-08-12,2024-10-05,514,6.3,Smart Analytics,Deep Learning,TensorFlow,Computer Vision,Not required,Not required
7928,AI07929,AI Software Engineer,150018,USD,Senior Level,Freelance,Denmark,Medium Company,Denmark,No Remote,"SQL, Hadoop, Tableau, Mathematics",Master,5,Automotive,2024-02-29,2024-04-13,1272,9.7,Neural Networks Co,SQL,Hadoop,Tableau,Mathematics,Not required
7929,AI07930,NLP Engineer,99730,USD,Senior Level,Full-time,Japan,Medium Company,Germany,No Remote,"NLP, PyTorch, Scala",Associate,9,Real Estate,2024-02-15,2024-04-13,2156,9.0,AI Innovations,NLP,PyTorch,Scala,Not required,Not required
7930,AI07931,AI Architect,89779,USD,Mid-Senior Level,Contract,Sweden,Medium Company,Sweden,Hybrid,"SQL, NLP, PyTorch, Computer Vision, TensorFlow",Bachelor,3,Technology,2024-09-07,2024-10-21,1617,6.4,TechCorp Inc,SQL,NLP,PyTorch,Computer Vision,TensorFlow
7931,AI07932,AI Software Engineer,77238,USD,Entry Level,Freelance,Singapore,Large Company,Singapore,No Remote,"Linux, Azure, Mathematics, Computer Vision, Python",Associate,0,Finance,2024-02-04,2024-02-22,2225,6.0,Future Systems,Linux,Azure,Mathematics,Computer Vision,Python
7932,AI07933,Machine Learning Researcher,100252,USD,Executive,Freelance,Austria,Small Company,China,Full Remote,"Spark, Python, Mathematics",PhD,17,Media,2024-01-28,2024-03-19,2187,7.3,Quantum Computing Inc,Spark,Python,Mathematics,Not required,Not required
7933,AI07934,ML Ops Engineer,58559,USD,Entry Level,Part-time,Singapore,Medium Company,Finland,No Remote,"PyTorch, Java, Docker, Scala, Statistics",Master,0,Finance,2025-03-09,2025-05-20,659,8.5,Future Systems,PyTorch,Java,Docker,Scala,Statistics
7934,AI07935,Autonomous Systems Engineer,83646,USD,Entry Level,Full-time,Sweden,Large Company,Sweden,Hybrid,"Python, MLOps, Hadoop",Bachelor,1,Education,2024-10-25,2024-11-11,1776,5.4,DeepTech Ventures,Python,MLOps,Hadoop,Not required,Not required
7935,AI07936,Data Engineer,58514,USD,Mid-Senior Level,Freelance,India,Small Company,India,Full Remote,"GCP, Docker, SQL",Master,4,Finance,2025-02-08,2025-04-10,1705,7.7,Smart Analytics,GCP,Docker,SQL,Not required,Not required
7936,AI07937,Principal Data Scientist,70982,USD,Senior Level,Freelance,China,Small Company,Canada,No Remote,"PyTorch, Linux, NLP",Associate,5,Transportation,2024-10-15,2024-12-23,878,5.6,Quantum Computing Inc,PyTorch,Linux,NLP,Not required,Not required
7937,AI07938,Data Analyst,72171,USD,Mid-Senior Level,Contract,Australia,Small Company,Australia,Hybrid,"PyTorch, TensorFlow, Computer Vision, Data Visualization, GCP",Associate,2,Transportation,2024-08-17,2024-10-25,1840,9.4,DataVision Ltd,PyTorch,TensorFlow,Computer Vision,Data Visualization,GCP
7938,AI07939,AI Software Engineer,99582,USD,Mid-Senior Level,Freelance,United States,Small Company,United States,Full Remote,"Spark, PyTorch, TensorFlow, SQL, AWS",Associate,2,Manufacturing,2025-02-23,2025-03-28,2185,8.5,Future Systems,Spark,PyTorch,TensorFlow,SQL,AWS
7939,AI07940,Computer Vision Engineer,82204,USD,Senior Level,Part-time,Austria,Medium Company,Germany,Full Remote,"Deep Learning, Hadoop, Tableau, Kubernetes",Master,5,Energy,2024-10-30,2024-12-13,1775,7.0,Autonomous Tech,Deep Learning,Hadoop,Tableau,Kubernetes,Not required
7940,AI07941,Research Scientist,92361,USD,Entry Level,Contract,Norway,Large Company,Norway,Hybrid,"MLOps, Deep Learning, Scala",Master,0,Retail,2024-04-30,2024-06-13,1968,5.1,Smart Analytics,MLOps,Deep Learning,Scala,Not required,Not required
7941,AI07942,AI Specialist,72248,USD,Senior Level,Part-time,Austria,Medium Company,Austria,No Remote,"Hadoop, AWS, Computer Vision, Java, NLP",PhD,5,Retail,2024-05-31,2024-08-09,2249,9.8,Digital Transformation LLC,Hadoop,AWS,Computer Vision,Java,NLP
7942,AI07943,Autonomous Systems Engineer,59644,USD,Entry Level,Contract,Norway,Small Company,Norway,No Remote,"Java, Git, PyTorch, R",Bachelor,0,Telecommunications,2024-07-17,2024-08-12,2202,6.2,Predictive Systems,Java,Git,PyTorch,R,Not required
7943,AI07944,AI Specialist,126094,USD,Senior Level,Contract,Singapore,Large Company,Austria,No Remote,"Kubernetes, Linux, Python",Associate,5,Government,2024-03-11,2024-03-25,1526,5.4,DataVision Ltd,Kubernetes,Linux,Python,Not required,Not required
7944,AI07945,AI Specialist,41721,USD,Entry Level,Freelance,Finland,Small Company,France,No Remote,"Scala, Computer Vision, Tableau, MLOps",Master,0,Media,2025-01-28,2025-02-12,609,8.0,DataVision Ltd,Scala,Computer Vision,Tableau,MLOps,Not required
7945,AI07946,Research Scientist,162475,USD,Senior Level,Part-time,Norway,Medium Company,Norway,Full Remote,"Deep Learning, Tableau, Data Visualization, Java, Scala",PhD,5,Technology,2024-11-06,2024-11-30,1628,9.2,Cloud AI Solutions,Deep Learning,Tableau,Data Visualization,Java,Scala
7946,AI07947,AI Architect,33512,USD,Entry Level,Full-time,Israel,Small Company,Israel,Hybrid,"Scala, Java, Linux, NLP",Associate,1,Retail,2024-02-13,2024-03-03,1749,6.9,DeepTech Ventures,Scala,Java,Linux,NLP,Not required
7947,AI07948,AI Specialist,82406,USD,Senior Level,Full-time,China,Medium Company,China,Full Remote,"SQL, Python, Azure, Statistics, Scala",Bachelor,9,Technology,2025-01-14,2025-01-29,2391,8.0,DeepTech Ventures,SQL,Python,Azure,Statistics,Scala
7948,AI07949,Head of AI,65332,USD,Entry Level,Full-time,Ireland,Large Company,Ireland,No Remote,"Deep Learning, Computer Vision, Docker, Spark",Bachelor,1,Real Estate,2025-01-25,2025-03-07,1803,8.9,TechCorp Inc,Deep Learning,Computer Vision,Docker,Spark,Not required
7949,AI07950,Robotics Engineer,61777,USD,Entry Level,Contract,Australia,Medium Company,Australia,No Remote,"Statistics, Java, MLOps, Tableau, SQL",Bachelor,0,Retail,2024-08-16,2024-09-10,1348,6.8,Autonomous Tech,Statistics,Java,MLOps,Tableau,SQL
7950,AI07951,AI Product Manager,324960,USD,Executive,Freelance,Denmark,Large Company,Denmark,Hybrid,"Kubernetes, Statistics, Python",Master,10,Automotive,2024-04-16,2024-06-24,1428,7.6,Future Systems,Kubernetes,Statistics,Python,Not required,Not required
7951,AI07952,Autonomous Systems Engineer,59811,USD,Entry Level,Full-time,South Korea,Large Company,South Korea,Full Remote,"Mathematics, Kubernetes, Java, Docker, Linux",PhD,0,Consulting,2024-11-23,2025-01-07,1593,5.7,Predictive Systems,Mathematics,Kubernetes,Java,Docker,Linux
7952,AI07953,NLP Engineer,178405,USD,Executive,Freelance,Austria,Large Company,Austria,Hybrid,"SQL, Kubernetes, Azure, Data Visualization",Bachelor,18,Manufacturing,2024-02-28,2024-03-25,1854,9.3,AI Innovations,SQL,Kubernetes,Azure,Data Visualization,Not required
7953,AI07954,Head of AI,161891,USD,Senior Level,Full-time,Denmark,Medium Company,Denmark,No Remote,"Hadoop, Docker, GCP, SQL, Python",Associate,7,Consulting,2025-01-18,2025-02-08,924,5.2,Future Systems,Hadoop,Docker,GCP,SQL,Python
7954,AI07955,Autonomous Systems Engineer,133271,USD,Mid-Senior Level,Full-time,Denmark,Medium Company,Netherlands,No Remote,"PyTorch, GCP, Linux, Computer Vision",Master,2,Manufacturing,2024-08-20,2024-09-07,1090,6.6,Cognitive Computing,PyTorch,GCP,Linux,Computer Vision,Not required
7955,AI07956,AI Consultant,44998,USD,Entry Level,Part-time,Israel,Large Company,Israel,Hybrid,"MLOps, Python, Hadoop, TensorFlow, Git",Associate,1,Telecommunications,2024-08-13,2024-09-23,1073,7.7,Advanced Robotics,MLOps,Python,Hadoop,TensorFlow,Git
7956,AI07957,Data Analyst,37541,USD,Entry Level,Full-time,Finland,Small Company,Finland,No Remote,"TensorFlow, SQL, R, Spark",Bachelor,0,Energy,2025-03-31,2025-05-16,1273,9.0,Autonomous Tech,TensorFlow,SQL,R,Spark,Not required
7957,AI07958,Data Analyst,73964,USD,Entry Level,Full-time,Singapore,Medium Company,Singapore,No Remote,"Kubernetes, Hadoop, Statistics, Deep Learning, SQL",Bachelor,1,Consulting,2024-12-15,2025-02-26,1871,7.5,Cognitive Computing,Kubernetes,Hadoop,Statistics,Deep Learning,SQL
7958,AI07959,Data Engineer,120757,USD,Senior Level,Full-time,Canada,Large Company,Norway,Full Remote,"Kubernetes, Linux, SQL",PhD,5,Telecommunications,2024-12-30,2025-02-02,744,5.6,DataVision Ltd,Kubernetes,Linux,SQL,Not required,Not required
7959,AI07960,AI Software Engineer,86824,USD,Mid-Senior Level,Full-time,South Korea,Large Company,South Korea,Full Remote,"GCP, MLOps, AWS, Computer Vision, Git",Associate,2,Education,2024-10-30,2024-12-17,794,6.3,DeepTech Ventures,GCP,MLOps,AWS,Computer Vision,Git
7960,AI07961,AI Architect,111669,USD,Mid-Senior Level,Full-time,Singapore,Medium Company,Singapore,Hybrid,"Git, Python, Data Visualization, Hadoop",Master,2,Transportation,2025-01-25,2025-02-20,1498,7.8,DeepTech Ventures,Git,Python,Data Visualization,Hadoop,Not required
7961,AI07962,Machine Learning Researcher,91507,USD,Entry Level,Full-time,Denmark,Large Company,Denmark,Full Remote,"PyTorch, Spark, GCP",Bachelor,0,Retail,2024-06-03,2024-07-06,2345,6.4,AI Innovations,PyTorch,Spark,GCP,Not required,Not required
7962,AI07963,NLP Engineer,56117,USD,Entry Level,Freelance,Canada,Medium Company,Canada,No Remote,"Hadoop, Git, Python",Master,1,Consulting,2024-10-14,2024-11-13,1694,5.2,TechCorp Inc,Hadoop,Git,Python,Not required,Not required
7963,AI07964,AI Consultant,44024,USD,Entry Level,Freelance,Japan,Large Company,United Kingdom,No Remote,"Hadoop, Azure, R, NLP",Associate,1,Finance,2024-08-21,2024-09-16,1609,7.2,Predictive Systems,Hadoop,Azure,R,NLP,Not required
7964,AI07965,ML Ops Engineer,84873,GBP,Mid-Senior Level,Contract,United Kingdom,Medium Company,United Kingdom,Full Remote,"Kubernetes, Tableau, Hadoop, Data Visualization, Java",Bachelor,3,Manufacturing,2024-06-23,2024-08-17,1840,7.5,Predictive Systems,Kubernetes,Tableau,Hadoop,Data Visualization,Java
7965,AI07966,Robotics Engineer,133631,USD,Senior Level,Full-time,Australia,Large Company,Australia,No Remote,"MLOps, Java, Hadoop, Statistics",Master,6,Technology,2024-06-08,2024-08-06,2056,9.3,Algorithmic Solutions,MLOps,Java,Hadoop,Statistics,Not required
7966,AI07967,AI Product Manager,79879,USD,Entry Level,Contract,Singapore,Medium Company,Singapore,Hybrid,"Python, NLP, Linux",Master,0,Automotive,2024-10-14,2024-12-08,1919,9.5,Quantum Computing Inc,Python,NLP,Linux,Not required,Not required
7967,AI07968,Data Engineer,42386,USD,Entry Level,Full-time,China,Small Company,India,Hybrid,"Python, NLP, Data Visualization, AWS",Master,1,Retail,2024-11-22,2025-01-17,1772,7.6,Smart Analytics,Python,NLP,Data Visualization,AWS,Not required
